mol,smiles
mol188,S(C1=CC=CC=C1)(=O)(=O)N(C1=CC=CC(Cl)=C1)CC(=O)N/N=C/C1C=CC(=C(OCC)C=1)OCC1C=CC(=CC=1)Cl
mol189,C1(C#N)C(C2=CC=CN=C2)C2C=C(CCCCCC)C(=CC=2OC=1N)O
mol190,C1(SC2=C(C=CC(=C2)N(=O)=O)N=1)NC(=O)C1C2=CC=CC=C2N=C(C2=CC=CC=C2)C=1
mol191,C1(=CC2=CC=C(C(OCC)=C2)OCCOC2C=CC(=CC=2OC)CC=C)C(=O)NN(C2C=CC=CC=2)C1=O
mol192,S(C1C=CC=CC=1)(=O)(=O)N(CC(=O)N/N=C/C1C=CC(=C(OCC)C=1)OCC1C=CC(=CC=1)Cl)C1C=CC=CC=1OC
mol193,N(=O)(=O)C1=CC=CC=C1C1=CC=C(C(=O)NC2=C(OC)C=C(C(OC)=C2)Cl)O1
mol194,S(=O)(=O)(C1C=CC(=CC=1)F)NC1=CC=C(C(F)=C1)F
mol195,S(C1C=CC=CC=1)(=O)(=O)N(C1C=CC(=CC=1)OCC)CC(=O)N/N=C(\C)/C1C=CC(=CC=1)I
mol196,C(=O)(C1C=CC=C(F)C=1)NC1=CC=C(C=C1)CCCC
mol197,S(C1=CC=CC=C1)(=O)(=O)N(C1=CC=CC(Cl)=C1)CC(=O)N/N=C(\C)/C1C=CC(=CC=1)I
mol198,S(C1=CC=CC=C1)(=O)(=O)N(CC(=O)N/N=C(\C)/C1C=CC(=CC=1)I)C1C=CC(=CC=1C)C
mol199,S(C1=CC=CC=C1)(=O)(=O)N(C1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C(\C)/C1C=CC(=CC=1)I
mol200,C(=O)(C1C=CC=C(Cl)C=1)N1CCN(CC1)C1=CC=CC(Cl)=C1
mol201,C(OC1=CC=CC(=C1)C(=O)NC1=CC=C(C=C1)OCC)(=S)NC1=CC=C(C=C1)Br
mol202,N12C(=O)CSC1=NC(C)=C(C(=O)OC(C)C)C2C1C=CC(=CC=1)OC
mol203,C1(C2C=CC(=CC=2)C)(C2=CC=C(C=C2)C)CC1C(=O)NC1=CC=C(C=C1)Br
mol204,C1(=CC2C=CC=C(OC)C=2OC1=O)C1=CN2C(C(C)=CC=C2)=N1
mol205,S(C1=CC=CC=C1)(=O)(=O)N(C1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C/C1C=CC(=C(OCC)C=1)OCC1=CC=C(C=C1)Cl
mol206,C(=S)(NC1C=CC=C(C)N=1)NC(=O)C1=CC=CC(OC)=C1
mol207,C1(C2C=CC(=CC=2)C)(C2=CC=C(C=C2)C)CC1C(=O)NC1=CC=CC(C)=C1
mol208,C12SC3=C(CCCC3)C=1C(NC(C1=CC(OC)=C(C(OC)=C1)O)=N2)=O
mol209,N1(C2C=CC(=CC=2)Br)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol210,N(NC(CNC1=CC=C(C=C1)OC)=O)=C(C)C1=CC=CC=C1O
mol211,C(=O)(NC1C=CC(=C(C)C=1)C)C1=CC=CO1
mol212,N(=O)(=O)C1=CC=C(C=C1)C(=O)NC1C=CC(=CC=1)C(C)CC
mol213,C(=O)(N/N=C(\C)/CC(=O)NC1C=CC(=CC=1)OCC)C(NCCOC)=O
mol214,C1(C=CC(=CC=1Br)C)OC(COC1=CC=C(C=C1)Cl)=O
mol215,C(CC1=CC=C(C=C1)Br)(=O)NCC(CCCC)CC
mol216,C(CC1=CC=CC=C1)(=O)NCC1=CC=CO1
mol217,N12C3=CC=CC=C3N=C1SC(=CC1C=CC=CC=1OCCOC1C=C(CC)C=C(C)C=1)C2=O
mol218,C(=O)(NNC(=O)C1C=CC=C(I)C=1)C(F)(F)F
mol219,N1(C2C=CC(=CC=2)C(OC)=O)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol220,C1(N2CCCC2)N=C(NN=CC2=CC=CC=C2O)C=C(N2CCCC2)N=1
mol221,C(OCC1=CC=C(C=C1)OC)(=O)N/N=C(\C)/CC(=O)NC1C=CC(=CC=1)C(C)C
mol222,C1(=C/C2=CC=C(C(OC)=C2)OCCOC2C=CC=CC=2)\C(=O)N(C)C(N(C)C\1=O)=O
mol223,C(=C/C1=CC=C(C=C1)N(=O)=O)(/C(=O)N/N=C/C1=CC=CC=C1O)\C(=O)N/N=C/C1=CC=CC=C1O
mol224,C1(NC(C)C2C=CC=CC=2O)=C(C)N(N(C2C=CC=CC=2)C1=O)C
mol225,N1(C2=CC=CC3C=CC=CC2=3)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol226,C1(=CC=CC=C1O)C(=O)NN=C(C)C(CC)C(OCC)=O
mol227,N(=O)(=O)C1=CC=CC=C1C(=O)NC1C=CC=C(Cl)C=1C
mol228,C1(=CC(Cl)=CC(Cl)=C1)NC(CCC1C=CC=CC=1)=O
mol229,C1(CC(C)(C)CC(=O)C=1)NC1=C(N)C=CC(C(C2C=CC=CC=2)=O)=C1
mol230,N(=O)(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)CCCC
mol231,C1(O)(CC(=O)C2=CC=C(C(OC)=C2)OC)C2C=CC=CC=2N(CCC2=CC=CC=C2)C1=O
mol232,C(=O)(N/N=C(\C)/CC(=O)NC1C=CC(=CC=1)Cl)C(NCCOC)=O
mol233,S(=O)(=O)(C1C=CC(=CC=1)F)NC1C=CC(=CC=1)OCC1C=CC=CC=1
mol234,N(=O)(=O)C1=CC=CC=C1C(=O)NC1=C(C)C=CC(Cl)=C1
mol235,C(=O)(C1CCC(CC1)C)NC(CCSC)C(=O)OCC(=O)C1C=CC(=CC=1)Cl
mol236,N(=O)(=O)C1=CC=CC=C1C(=O)NCC1=CC=CO1
mol237,C(OCC)(=O)C1C=CC(=CC=1)N=CC1C=CC(=CC=1)C=NC1=CC=C(C=C1)C(OCC)=O
mol238,N1(C2C=CC=C(Br)C=2)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol239,N(=CC1C=CC(=C(OC)C=1)O)NC(CCCCCCCCC=C)=O
mol240,C(=C/C1=CC=C(C=C1)N(=O)=O)(/C(=O)N/N=C/C1=CC=CC(Br)=C1)\C(=O)N/N=C/C1=CC=CC(Br)=C1
mol241,C1(C(=CC=C(C=1)N(=O)=O)NN=CC1CC2CC1C=C2)N(=O)=O
mol242,N1(C2C=CC(=CC=2)OCC)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol243,C1(=C(C)ON=C1C1=CC=CC=C1Cl)C(=O)N1CC(C)CC(C)C1
mol244,N1(C2C=CC=C(C)C=2)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol245,N1C(SC)=C(Cl)C(=NC=1NC(C)=O)C
mol246,C(=C/C1=CC=C(C=C1)N(=O)=O)(/C(=O)N/N=C/C1=CC=C(C=C1)N(=O)=O)\C(=O)N/N=C/C1C=CC(=CC=1)N(=O)=O
mol247,C(=S)(NC1C=CC(=CC=1)C)NNC(NCC)=S
mol248,C(=O)(N/N=C(\C)/CC(=O)NC1C=CC=C(Br)C=1)C(NCCOC)=O
mol249,C12N(C)C(=O)N(C(=O)C=1N(C(N1CCCCC1)=N2)CC1=CC=CC2=CC=CC=C12)C
mol250,C(=O)(N/N=C(\C)/CC(=O)NC1C=CC=C(I)C=1)C(NCCOC)=O
mol251,C1(=CC=CC=C1Br)C(=O)NNC(=S)NC1C=CC=C(C)C=1C
mol252,N1(C2C=C(Cl)C=C(Cl)C=2)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol253,C(=S)(NC1C=CC=CC=1)NC(C)C1=CC=CC=C1
mol254,C1(SCC(=O)N2CCN(CC2)C2=CC=CC=C2)SC2=C(C=CC(N)=C2)N=1
mol255,C(=O)(NN=CC1=CC=C2C(C=CC=C2)=C1)C(C1=CC=CC=C1)C1C=CC=CC=1
mol256,C(N(C)C)(=S)OC1=CC=CC(=C1)C(=O)NC1=CC=CC(Br)=C1
mol257,C1(C(=O)NC2C=CC=C(C=2)C(OCC)=O)=C(Cl)C2=C(C=CC=C2)S1
mol258,N1(C2C=CC=C(Cl)C=2)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol259,C1(C=CC(=CC=1OC)OC)C(=O)NC1=CC=C(C=C1)C#N
mol260,C1(Cl)C(C)=CC=C(C=1)NC(CSCC1C=CC=CC=1Cl)=O
mol261,N1(C2C=CC=CC=2O)CC(CC1=O)C(O)=O
mol262,N(C(C1C=CC=CC=1)C1=CC=CC=C1)C(CC1=CC=C(C=C1)Br)=O
mol263,C(OC1=CC=CC(=C1)C(=O)NC1=CC=CC(Br)=C1)(=S)NC1=CC=C(C=C1)OC
mol264,N1(C2C=CC(=CC=2)Cl)C(=O)C(SC1=S)=CC1C=C(Br)C=CC=1OC
mol265,C(=O)(N/N=C(\C)/CC(=O)NC1=CC=C(C=C1)C(N)=O)C(NCCOC)=O
mol266,N(=O)(=O)C1C=CC(=CC=1)OCCOC1=CC=C(C=C1)C=NNC(=O)NC1=CC=CC=C1
mol267,C(=O)(C/C(/C)=N/NC(OCC1=CC=C(C=C1)OC)=O)NC1=C(OC)C=CC(OC)=C1
mol268,C1(=C(O)N=CN=C1O)C(C1=CC=C(C=C1)OC)C1=C(O)N=CN=C1O
mol269,C1(NC(=O)C2=CC=C(C=C2)C)N(C2=CC=CC=C2)N=CC=1C(=O)NC1C=CC(=CC=1)Br
mol270,C1(C2=C(C=CC=C2Cl)Cl)=NOC(C)=C1C(NCCC(C)C)=O
mol271,C(OCC1C=CC(=CC=1)OC)(=O)N/N=C(\C)/CC(=O)NC1C=CC=C(Cl)C=1
mol272,C1(/C2C=CC=CC=2N(C(C)(C)C/1=S)C(C(CC)CC)=O)=C1/SC(=C(C(OC)=O)S/1)C(OC)=O
mol273,S(=O)(=O)(N1CCOCC1)C1=C(OC)C=CC(OC)=C1
mol274,N1(CC2C=CC=CC=2)C2C=CC=CC=2C(C=NNC(=O)C2=CN=CC(Br)=C2)=C1
mol275,C(=O)(NC1=CC=CC=C1C)C(=O)NC(C)C1C=CC=CC=1
mol276,C1(=CC2C(=CC=CC=2)N1)C(=O)N/N=C(\C1C=CC=CC=1)/C1C=CC=CC=1
mol277,C(=O)(N/N=C(\C)/CC(=O)NCC1C=CC=CC=1)C(NCCOC)=O
mol278,C1(N=C(C)C=C(C)N=1)SC1C2=CC=CC=C2C(=NN=1)C1=CC=CC=C1
mol279,N1(C2C=CC(=CC=2)C)C(SCC(=O)NN=C(C)C2=CC=CC(=C2)N(=O)=O)=NN=C1C1C=CC=CC=1
mol280,S(C1=CC=CC=C1)(=O)(=O)N(C1C=CC(=CC=1)OC)CC(=O)N/N=C/C1C=CC(=CC=1)OCC1=CC=C(C=C1)N(=O)=O
mol281,C1(=NC2C=CC=CC=2)SC(C(=O)N1CCOCC)=CC1=CC=C(C(O)=C1)OC
mol282,C12N=CN(CC(=O)NN=CC3=CC=C(C=C3)C(OC)=O)C=1C(N(C)C(=O)N2C)=O
mol283,C(=O)(C/C(/C)=N/NC(COC1C=CC(=C(C)C=1)Br)=O)NC1C=CC=CC=1C
mol284,N1(CC=C)C(=O)C(SC1=S)=CC1=C(OCCOC2C=CC=CC=2OC)C=CC(=C1)N(=O)=O
mol285,C(=O)(C1=CC=CC(=C1)OC(=S)NC1C=CC(=CC=1)OCC)NC1C=CC=CC=1Cl
mol286,C(=O)(OC1C=CC(=CC=1)/C=N/C1=CC=C(C=C1)Cl)/C=C/C(=O)OC1=CC=C(C=C1)/C=N/C1C=CC(=CC=1)Cl
mol287,S(=O)(=O)(NCC1CCCO1)C1=C(C)C=CC(=C1)C1C2=CC=CC=C2C(=NN=1)NC1=CC=C(C=C1)F
mol288,C(CCC(NCCCN1CCOCC1)=O)(=O)NC1C=CC(=CC=1)Cl
mol289,N1(CC(OCC)=O)C(=O)CN(C2C=CC(=C(Cl)C=2)Cl)C1=O
mol290,C(=O)(C/C(/C)=N/NC(COC1C=CC(=C(C)C=1)Br)=O)NC1C=CC=C(Cl)C=1C
mol291,N1(CCN(CC1)CC1=CC=CC=C1)N=CC1=CC=C(C(OCC2=CC=CC=C2)=C1)OC
mol292,C(=O)(NC1C=CC=C(Cl)C=1)CC(=O)N/N=C\C1C=CC(=C(OC)C=1)OC
mol293,C1(NC2=CC=C(C=C2Cl)Cl)SC(C(=O)C=1C(OCC)=O)=CC1C=CC(=C(OCC)C=1)O
mol294,C1(SC2N=C(COC)C=C(O)N=2)C(=O)NC2=C(C=CC=C2)C=1C1C=CC=CC=1
mol295,C(=O)(C1=CC=CC(=C1)OC(=S)NC1=CC=C(C=C1)I)NC1C=CC=CC=1Cl
mol296,N(C1C=CC(=CC=1)CC1C=CC(=CC=1)N=CC1=CC=C(C(O)=C1)OC)=CC1C=CC(=C(O)C=1)OC
mol297,C(=O)(NC1C=CC=C(Cl)C=1)CC(=O)N/N=C\C1C=CC(=CC=1)Cl
mol298,C(=O)(NC1C=CC(=CC=1)N(C)C(C)=O)CC1C=CC=C2C=CC=CC=12
mol299,C1(C(=O)NC2=CC=CC(OC)=C2)=CC2C=C(Cl)C=CC=2OC1=NC1=CC=C(C=C1)OC
mol300,C(=O)(C1=CC=CC(=C1)OC(NCCC)=S)NC1C=CC=C2C=CC=CC=12
mol301,N1(CCC(C)C)C(=O)C2C(=CC=CC=2)C1NC1=CC=CC(=C1)C(F)(F)F
mol302,C(C#N)(=CC1=CC=C(SC2=CC=C(C=C2)Cl)O1)C(=O)NCC1CCCO1
mol303,C(=O)(NC1C=CC=C(C)C=1)C/C(/C)=N/NC(=O)C1C=CC(=CC=1)NC(C)=O
mol304,N1(CC)C(SCC(=O)NN=C(C)C2=CC=C(C(OC)=C2)OC)=NN=C1C1C=CC=CC=1
mol305,C1(=N/NC2=CC=C(C=C2)C(OCC)=O)/C(=O)NC(NC/1=O)=S
mol306,N(C(COC1C=CC=CC=1OC)=O)C1C=CC=CC=1C#N
mol307,C(=O)(NC1=CC=C(C=C1)C)C/C(/C)=N/NC(=O)C1C=CC(=CC=1)NC(C)=O
mol308,S(=O)(=O)(C1=CC=C(C=C1)Br)N1CCN(CC1)C1C=CC=C(C=1)C(F)(F)F
mol309,C(N(CC)CC)(=S)OC1C=CC=C(C=1)C(=O)NC1C=CC=C2C=CC=CC=12
mol310,C(=CC1=CC=C(C=C1)OC)(C(N)=O)NC(=O)C1=CC=CO1
mol311,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC2C=CC(=CC=2)CC)=NN=C1C1=CC=C(C=C1)OC
mol312,C(=O)(C1=CC=CC(=C1)OC(NCCC)=S)NC1=CC=CC=C1Cl
mol313,S1C(N)=NN=C1CC(=O)NN=CC1=CC(OC)=C(C(Cl)=C1)OCCOC1=CC=C(C=C1)C(C)CC
mol314,C(=O)(NC1C=C(C)C=C(C)C=1)C/C(/C)=N/NC(=O)C1C=CC(=CC=1)NC(C)=O
mol315,C1(=O)NC2C=C(C)C(=CC=2C(=C)N1C1C=CC(=CC=1)OC)C
mol316,C(=O)(C1=CC=CC(=C1)OC(NCC(C)C)=S)NC1C=CC=C2C=CC=CC=12
mol317,S(=O)(=O)(C1=CC=C(C=C1)NC(=O)C1C=CC(=C(Br)C=1)OC)NC1=NC(C)=CC(C)=N1
mol318,C(=O)(CC1C=CC=CC=1)N(C)C
mol319,S(=O)(=O)(C1=CC=C(C=C1)F)NCC1=CC=CC=C1OC
mol320,C(=O)(C1=CC=CC(=C1)OC(=S)NC1C=CC(=CC=1)OC)NC1=CC=CC=C1Cl
mol321,C1(=NNC2=C(Br)C=C(C=C2Br)Br)C(C2C=CC=CC=2)=NN(C2C=CC=CC=2)C1=O
mol322,C(=O)(NC1C=CC=C(Cl)C=1)CC(=O)N/N=C\C1=CC=C(C=C1)C
mol323,C1(C(=O)OC2CCCC2)C(C2=CC=C(C=C2)Cl)C2C(=O)CC(CC=2NC=1C)C1C=CC(=C(OC)C=1)OC
mol324,C1(C2C=CC(=CC=2)Cl)(NC2C=CC=CC=2)C(=O)C2=C(C=CC=C2)C1=O
mol325,N(=O)(=O)C1C=CC=C(C=1)C(=O)OC1C=CC2C(=CC=CC=2)C=1/C=N/NC(=O)C1C=CC=C(Br)C=1
mol326,C1(NC(C2CCCCC2)=O)SC(=C(C)C=1C(OCC)=O)C(=O)NC1=CC=CC=C1F
mol327,C(COC1C=CC=C(C)C=1)(NCCNC(COC1C=CC=C(C)C=1)=O)=O
mol328,C(=O)(C1=CC=CC(=C1)OC(=S)NC1=CC=C2C(C=CC=C2)=C1)NC1=CC=CC=C1Cl
mol329,C1=C(C)CC(C(CNC2CCCCC2)C1C)C
mol330,C(/C(OCC)=O)(\C(OCC)=O)=C/NC1C=CC2=C(OCCO2)C=1
mol331,C(=O)(NC1C=CC(=CC=1)OCC1C=CC=CC=1)C1C=CC(=C(OC)C=1)OC
mol332,C(=O)(OC1C=CC=C(C=1)C=NNC(=O)C1=CC=C(C=C1)OC)C1=CC=CS1
mol333,C1(C(=O)CC(CC=1O)(C)C)C(C1=CC=C2C(C=CC=C2)=C1)C1C(=O)CC(CC1=O)(C)C
mol334,N1(C2=CC=C(C=C2)OCC)C(=O)CC(N(CCC2=CC=C(C(OC)=C2)OC)C(=O)C=CC(O)=O)C1=O
mol335,C1(=N/NC2=CC=CC=C2N(=O)=O)/C(=O)NC(NC/1=O)=O
mol336,C1(OC)C=C(CCNC(COC2=CC=C(C=C2)C2C=CC=CC=2)=O)C=CC=1OC
mol337,N12C3=CC=CC=C3N=C1SC(=CC1C=C(Cl)C=CC=1OCC1C=CC=CC=1C)C2=O
mol338,C(=O)(NC1C=CC(=CC=1)Br)C/C(/C)=N/NC(COC1C=CC(=C(C)C=1)Br)=O
mol339,C(=O)(NC1=CC=CC(Cl)=C1)CC(=O)N/N=C\C1=CC=C(C(OC)=C1)OCC1C=CC=CC=1
mol340,C(=O)(NC1C=CC(=CC=1)C(N)=O)C/C(/C)=N/NC(=O)C1=CC=C(C=C1)NC(C)=O
mol341,S(CC1C=CC=CC=1)(=O)(=O)NC1C=CC=CC=1C(C)C
mol342,C(N(CC)CC)(=S)OC1C=CC=C(C=1)C(=O)NC1C=CC(=CC=1)Br
mol343,C(=O)(NC1=CC=CC(Cl)=C1)CC(=O)N/N=C\C1=CC=C(C(OC)=C1)OCCC
mol344,C1(=CC=CC=C1NC(=O)NC1=CC=C(C(Cl)=C1)Cl)C(C1C=CC=CC=1)=O
mol345,C(OC1C=CC=C(C=1)C(=O)NC1C=CC(=CC=1)Br)(=S)NC1C=CC=C(C)C=1C
mol346,S(=O)(=O)(C1=CC=C(C=C1)NC(=O)C1=C(C)ON=C1C1C=CC=CC=1)N1CCC(CC1)C
mol347,N12N=C(SC1=NC(=O)C(=CC1C3=CC=CC=C3N(CCOC3C=CC=CC=3OC)C=1C)C2=N)CCC
mol348,C(=O)(NC1=CC=C(C=C1)C(OCC)=O)C/C(/C)=N/NC(COC1C=CC(=C(C)C=1)Br)=O
mol349,C(=O)(NC1=CC=CC(Cl)=C1)CC(=O)N/N=C\C1=CC=C(C(OC)=C1)OCC=C
mol350,C(=O)(N/N=C/C1=CC=C(C=C1)C)C1C=CC(=CC=1)COC1C=CC(=CC=1)C
mol351,N1C(=O)C(SC1=S)=CC1=CC=C(C(Cl)=C1)OCC1=CC=C(C=C1)Cl
mol352,N1(C2C=CC(=CC=2)Cl)C(=O)NC(C(=CC2C=C(OCC)C(=C(Cl)C=2)OCCOC2C=CC=CC=2)C1=O)=O
mol353,C(=O)(NC(C)CC)C/C(/C)=N/NC(COC1C=C(C)C(=CC=1Br)Br)=O
mol354,C(=O)(C1=CC=C(C=C1)C)OC1C=CC(=CC=1)/C=N/C1C=CC(=C(C)C=1)C
mol355,S(=O)(=O)(C1=CC=C(C=C1)OC)N1CCC(CC1)C(=O)NC1C(Cl)=CC=C(C=1)C(F)(F)F
mol356,N(=O)(=O)C1=CC=CC(=C1)/C=N\NC(=O)C1=CC=C(C=C1)COC1=CC=C(C=C1)C
mol357,N1(CC)C(SCC(=O)NC2=CC=C(C(C)=C2)Br)=NN=C1C1C=CC(=CC=1)OC
mol358,C(=O)(OC1=CC=C(C=C1)/C=N/NC(=O)C1C=CC=CC=1O)C1=CC=CC=C1OC(C)=O
mol359,N(=O)(=O)C1C=CC(=CC=1)/C=N/NC(=O)C1=CC=C(C=C1)COC1=CC=C(C=C1)C
mol360,C1(NC(=O)NC2C=CC=CC=2F)=NN=C(COC2C=CC=C(C)C=2)S1
mol361,C(=O)(NC(C)C)C/C(/C)=N/NC(COC1C=C(C)C(=CC=1Br)Br)=O
mol362,C1(NCC2C=C(OC)C(=C(OC)C=2)OC)N(CC=C)C2=C(C=CC=C2)N=1
mol363,C1(=C2C=CC=CC2=CC=C1OC(=O)C1C=CC(=CC=1)C)/C=N/C1=CC=C(C=C1)Br
mol364,C(=S)(NC1=CC=CC=C1F)N1CCN(CC1)C(OCC)=O
mol365,N1(C2C=CC=CC=2)CC(CC1=O)C(=O)NC1C=CC=C(C=1)C(F)(F)F
mol366,C(=O)(N/N=C/C1C=CC(=CC=1)Br)C1C=CC(=CC=1)COC1=CC=C(C=C1)C
mol367,S(=O)(=O)(C1=CC=C(C=C1)NC(=O)C1=CC=CC(C)=C1)N1CCCCC1CC
mol368,C(=O)(N/N=C/C1=CC=CC=C1O)C1=CC=C(C=C1)COC1=CC=C(C=C1)C
mol369,C1(C2CCCC=2SC=1NC(=O)C1C=CC(=CC=1)C)C(=O)NC1C=CC=CC=1OCC
mol370,C(=O)(N/N=C/C1C=CC(=CC=1)Cl)C1C=CC(=CC=1)COC1=CC=C(C=C1)C
mol371,S1(=O)(=O)C2=CC=CC=C2C(N(CCC(=O)NC2CCCCC2)N=CC2=CC=C(Br)O2)=N1
mol372,C(=O)(C/C(/C)=N/NC(COC1C=C(C)C(=CC=1Br)Br)=O)NC1=CC=CC2C=CC=CC1=2
mol373,N1(C2=CC=CC=C2)C(=O)C2=C(C=C(C=C2)C(=O)NC2C=CC=CC=2C(O)=O)C1=O
mol374,C(=O)(C1C=CC=C(C=1)OC(NCC1C=CC=CC=1)=S)NC1C=CC(=CC=1)OC
mol375,N1(C2C=CC(=CC=2)N(=O)=O)N=C(C(=NNC2C=CC(=CC=2)OCC)C1=O)C
mol376,C(=O)(NC1=CC=C(C=C1)NC(C)=O)C/C(/C)=N/NC(COC1C=C(C)C(=CC=1Br)Br)=O
mol377,C1(C2=C(C=CC=C2F)Cl)=NOC(C)=C1C(=O)NC1C=CC(=CC=1)C
mol378,C(=O)(N/N=C/C1=CC=C(C=C1Cl)Cl)C1=CC=C(C=C1)COC1=CC=C(C=C1)C
mol379,S1C(C(C)C)=NN=C1NC(=O)C1C=C(OC)C(=C(OC)C=1)OC
mol380,C(=O)(NC1=CC=C(C=C1)C(N)=O)C/C(/C)=N/NC(COC1C=C(C)C(=CC=1Br)Br)=O
mol381,C1(O)(CC(=O)C2=CC=C3C(C=CC=C3)=C2)C2C=CC=CC=2N(CCC2C=CC=CC=2)C1=O
mol382,C(=O)(N/N=C/C1=CC=C(C=C1)OC)C1=CC=C(C=C1)COC1=CC=C(C=C1)C
mol383,C1(/C(=O)CC(CC/1=O)(C)C)=N\NC1=CC=C(C=C1)N=NC1C=CC=CC=1
mol384,C12(OC(C3C(N(C4=CC=CC=C4C(F)(F)F)C(=O)C13)=O)C1C=CC(=CC=1)Br)C(=O)C1=C(C=CC=C1)C2=O
mol385,C(=O)(C1C=CC(=CC=1)OC)OC1C=CC(=CC=1)/C=N/C1=CC=C(C(C)=C1)C
